chr	start	end	TargetGene	CellType	enformer_norm_score
chr1	161389679	161390494	PFDN2	K562	
chr1	161486950	161487912	PFDN2	K562	
chr1	161502961	161503461	PFDN2	K562	
chr1	161611322	161613001	PFDN2	K562	
chr1	161486950	161487912	NDUFS2	K562	
chr1	161611322	161613001	NDUFS2	K562	
chr1	161621278	161621909	NDUFS2	K562	
chr1	161502961	161503461	DUSP12	K562	
chr1	161502961	161503461	FCGR2A	K562	19940.420322504327
chr1	161621278	161621909	ATF6	K562	0.0
chr1	161621278	161621909	B4GALT3	K562	
chr1	161621278	161621909	PPOX	K562	
chr1	161621278	161621909	UAP1	K562	
chr1	162055899	162056399	UAP1	K562	
chr1	161621278	161621909	UHMK1	K562	
chr1	166584861	166585361	MGST3	K562	
chr1	166698757	166699459	TMCO1	K562	
chr1	166700585	166701085	TMCO1	K562	
chr1	166700585	166701085	CREG1	K562	
chr1	166705407	166705907	CREG1	K562	
chr1	167616904	167618053	CREG1	K562	3879.0750265228326
chr1	167616904	167618053	MPC2	K562	
chr1	168218628	168219128	MPC2	K562	
chr1	168398923	168399423	MPC2	K562	
chr1	168603424	168603924	MPC2	K562	
chr1	167616904	167618053	MPZL1	K562	0.0
chr1	167616904	167618053	TIPRL	K562	
chr1	168603424	168603924	RCSD1	K562	
chr1	173302854	173303721	PRDX6	K562	0.0
chr1	173330295	173330795	PRDX6	K562	0.0
chr1	173354977	173355647	PRDX6	K562	0.0
chr1	179016696	179017458	CEP350	K562	
chr1	180610505	180611005	XPR1	K562	16181.291471349454
chr1	181893867	181894956	DHX9	K562	
chr1	182330146	182330646	DHX9	K562	
chr1	182337949	182338449	DHX9	K562	
chr1	182338869	182339369	DHX9	K562	
chr1	181905804	181906424	GLUL	K562	
chr1	182330146	182330646	GLUL	K562	2340.214286359442
chr1	182337949	182338449	GLUL	K562	4360.383601026715
chr1	182338869	182339369	GLUL	K562	4333.747479772434
chr1	182362501	182363298	GLUL	K562	3069.5258417718314
chr1	184768360	184768860	TSEN15	K562	
chr1	186195233	186195907	TPR	K562	0.0
chr1	187074618	187075118	TPR	K562	
chr1	193113367	193113867	GLRX2	K562	10889.828271418826
chr1	193115604	193116104	UCHL5	K562	6584.335638902182
chr1	198633566	198634247	PTPRC	K562	5974.803141929683
chr1	201566679	201567432	NAV1	K562	3421.9714948337946
chr1	201571035	201571535	TIMM17A	K562	
chr1	201578219	201578842	TIMM17A	K562	
chr1	202117879	202118379	TIMM17A	K562	0.0
chr1	201578219	201578842	UBE2T	K562	
chr1	202076797	202077297	UBE2T	K562	
chr1	202117879	202118379	UBE2T	K562	
chr1	203311739	203312239	UBE2T	K562	
chr1	202075920	202076599	ADIPOR1	K562	
chr1	202076797	202077297	ADIPOR1	K562	
chr1	202117879	202118379	ADIPOR1	K562	
chr1	202118881	202119381	ADIPOR1	K562	
chr1	202164452	202164952	ADIPOR1	K562	
chr1	202165398	202166984	ADIPOR1	K562	
chr1	203005609	203006109	ADIPOR1	K562	4220.668783084437
chr1	203311739	203312239	ADIPOR1	K562	
chr1	202075920	202076599	ELF3	K562	3524.8441509033205
chr1	202117879	202118379	CYB5R1	K562	
chr1	202117879	202118379	KDM5B	K562	
chr1	202117879	202118379	RABIF	K562	
chr1	202117879	202118379	TMEM183A	K562	
chr1	202165398	202166984	TMEM183A	K562	
chr1	202343705	202344205	TMEM183A	K562	
chr1	203005609	203006109	TMEM183A	K562	17161.27095648783
chr1	202117879	202118379	TMEM9	K562	
chr1	203005609	203006109	SNRPE	K562	
chr1	203311739	203312239	SNRPE	K562	
chr1	204505809	204507380	SNRPE	K562	
chr1	204691379	204691879	SNRPE	K562	
chr1	204692614	204693484	SNRPE	K562	
chr1	204704824	204705608	SNRPE	K562	
chr1	203005609	203006109	ZC3H11A	K562	
chr1	205488032	205488532	NUCKS1	K562	
chr1	207084622	207085122	CD46	K562	
chr1	207746272	207746873	CD46	K562	5005.625535546078
chr1	207746272	207746873	CD55	K562	
chr1	211606354	211607921	NENF	K562	
chr1	211613062	211613780	NENF	K562	
chr1	211613875	211614375	NENF	K562	
chr1	211614625	211615125	NENF	K562	
chr1	211630145	211630645	NENF	K562	
chr1	212151704	212152613	NENF	K562	
chr1	212153545	212154045	NENF	K562	
chr1	212242177	212242677	NENF	K562	0.0
chr1	212429837	212431414	NENF	K562	22748.359647103473
chr1	212721461	212721961	NENF	K562	
chr1	213045154	213046736	NENF	K562	
chr1	212151704	212152613	NSL1	K562	
chr1	212261409	212261909	NSL1	K562	
chr1	212429837	212431414	NSL1	K562	
chr1	213045154	213046736	RPS6KC1	K562	10235.724875681282
chr1	220300352	220301217	EPRS	K562	
chr1	220966720	220967220	EPRS	K562	
chr1	221035446	221036305	EPRS	K562	
chr1	222465255	222466156	BROX	K562	
chr1	224061346	224061846	CNIH4	K562	
chr1	224333266	224334434	CNIH4	K562	9658.598084387295
chr1	224333266	224334434	DNAH14	K562	
chr1	225444796	225445296	DNAH14	K562	
chr1	225444796	225445296	ACBD3	K562	
chr1	225444796	225445296	H3F3A	K562	
chr1	225928390	225928890	H3F3A	K562	0.0
chr1	225931240	225932222	H3F3A	K562	0.0
chr1	225978256	225978756	H3F3A	K562	908.6754749747774
chr1	226001894	226002659	H3F3A	K562	5989.059098054687
chr1	226002804	226003304	H3F3A	K562	6206.33750410568
chr1	226009565	226010065	H3F3A	K562	1498.9747631126995
chr1	226109710	226110695	H3F3A	K562	10263.410183591172
chr1	226827987	226828487	H3F3A	K562	
chr1	225444796	225445296	LBR	K562	10530.679983186983
chr1	225928390	225928890	LBR	K562	
chr1	226001894	226002659	LBR	K562	
chr1	226009565	226010065	LBR	K562	
chr1	225444796	225445296	PARP1	K562	
chr1	225928390	225928890	PARP1	K562	
chr1	226002804	226003304	PARP1	K562	
chr1	227368945	227370036	PARP1	K562	
chr1	225444796	225445296	PYCR2	K562	
chr1	225928390	225928890	PYCR2	K562	19312.347298835415
chr1	226002804	226003304	PYCR2	K562	2469.980842321586
chr1	225444796	225445296	SRP9	K562	
chr1	225768970	225769470	SRP9	K562	3464.268925223536
chr1	225928390	225928890	SRP9	K562	0.0
chr1	225931240	225932222	SRP9	K562	0.0
chr1	226002804	226003304	SRP9	K562	
chr1	226009565	226010065	SRP9	K562	
chr1	227335491	227335991	C1orf35	K562	
chr1	227532194	227532694	C1orf35	K562	
chr1	227357200	227358297	ARF1	K562	
chr1	227368945	227370036	ARF1	K562	
chr1	227378718	227379999	ARF1	K562	
chr1	227532194	227532694	ARF1	K562	
chr1	227848345	227848957	ARF1	K562	
chr1	227855668	227856168	ARF1	K562	
chr1	228514357	228514857	ARF1	K562	
chr1	229004155	229004655	ARF1	K562	
chr1	227357200	227358297	GUK1	K562	
chr1	227368945	227370036	GUK1	K562	
chr1	227378718	227379999	GUK1	K562	
chr1	227532194	227532694	GUK1	K562	
chr1	227848345	227848957	GUK1	K562	
chr1	227855668	227856168	GUK1	K562	
chr1	228514357	228514857	GUK1	K562	
chr1	229004155	229004655	GUK1	K562	
chr1	227357200	227358297	MRPL55	K562	
chr1	227368945	227370036	MRPL55	K562	
chr1	227378718	227379999	MRPL55	K562	
chr1	228514357	228514857	CCSAP	K562	
chr1	229004155	229004655	RAB4A	K562	
chr1	229753685	229754185	ABCB10	K562	0.0
chr1	231046680	231047180	ARV1	K562	3229.2251266094304
chr1	231053506	231054137	ARV1	K562	2789.421914387545
chr1	231159671	231160568	ARV1	K562	0.0
chr1	231046680	231047180	C1orf131	K562	0.0
chr1	231159671	231160568	C1orf131	K562	2836.1580842637945
chr1	231046680	231047180	EGLN1	K562	
chr1	231053506	231054137	EGLN1	K562	
chr1	231046680	231047180	FAM89A	K562	12505.145761127957
chr1	231048974	231049909	FAM89A	K562	7725.9304762437505
chr1	231053506	231054137	FAM89A	K562	10912.772057064205
chr1	231065649	231066489	FAM89A	K562	14911.774171710238
chr1	231046680	231047180	TSNAX	K562	
chr1	231159671	231160568	TSNAX	K562	
chr1	231159671	231160568	GNPAT	K562	2693.3591081174027
chr1	231159671	231160568	SPRTN	K562	0.0
chr1	233709985	233710692	COA6	K562	
chr1	233791054	233791554	COA6	K562	
chr1	234490866	234491588	COA6	K562	0.0
chr1	234544103	234544955	COA6	K562	0.0
chr1	234554353	234555330	COA6	K562	0.0
chr1	234583655	234584155	COA6	K562	
chr1	234699696	234700635	COA6	K562	
chr1	234745672	234746172	COA6	K562	
chr1	234751083	234751583	COA6	K562	
chr1	234772074	234772812	COA6	K562	
chr1	234866093	234866736	COA6	K562	
chr1	234867136	234867636	COA6	K562	
chr1	234874287	234874989	COA6	K562	
chr1	234879450	234879950	COA6	K562	
chr1	234893707	234894679	COA6	K562	
chr1	234974711	234975618	COA6	K562	
chr1	234490866	234491588	GGPS1	K562	
chr1	234583655	234584155	GGPS1	K562	
chr1	234772074	234772812	GGPS1	K562	
chr1	234874287	234874989	GGPS1	K562	
chr1	234490866	234491588	TOMM20	K562	
chr1	234523519	234524019	TOMM20	K562	
chr1	234544103	234544955	TOMM20	K562	
chr1	234546926	234547700	TOMM20	K562	
chr1	234554353	234555330	TOMM20	K562	
chr1	234583655	234584155	TOMM20	K562	
chr1	234599725	234600581	TOMM20	K562	
chr1	234601593	234602093	TOMM20	K562	
chr1	234602681	234603181	TOMM20	K562	
chr1	234612459	234612959	TOMM20	K562	
chr1	234699696	234700635	TOMM20	K562	
chr1	234745672	234746172	TOMM20	K562	
chr1	234751083	234751583	TOMM20	K562	
chr1	234772074	234772812	TOMM20	K562	
chr1	234866093	234866736	TOMM20	K562	
chr1	234867136	234867636	TOMM20	K562	
chr1	234869449	234869949	TOMM20	K562	
chr1	234874287	234874989	TOMM20	K562	
chr1	234876297	234877094	TOMM20	K562	
chr1	234879450	234879950	TOMM20	K562	
chr1	234893707	234894679	TOMM20	K562	
chr1	234974711	234975618	TOMM20	K562	0.0
chr1	234554353	234555330	ARID4B	K562	
chr1	234699696	234700635	ARID4B	K562	
chr1	234772074	234772812	ARID4B	K562	
chr1	234583655	234584155	IRF2BP2	K562	6634.8612970118065
chr1	234772074	234772812	IRF2BP2	K562	0.0
chr1	234867136	234867636	IRF2BP2	K562	
chr1	234893707	234894679	IRF2BP2	K562	
chr1	234583655	234584155	KCNK1	K562	
chr1	244299274	244299774	HNRNPU	K562	
chr1	244341467	244342097	COX20	K562	
chr1	246699051	246699551	SMYD3	K562	0.0
chr1	247855128	247855628	TRIM58	K562	19831.764525849467
chr1	248889286	248889921	ZNF672	K562	8556.917872740625
chr10	4866594	4867094	GDI2	K562	
chr10	5020053	5020682	GDI2	K562	
chr10	5461842	5462786	GDI2	K562	
chr10	5466309	5467159	GDI2	K562	
chr10	5477989	5478702	GDI2	K562	
chr10	5479527	5480355	GDI2	K562	
chr10	5480444	5480944	GDI2	K562	
chr10	5548574	5549476	GDI2	K562	
chr10	5681862	5682362	GDI2	K562	0.0
chr10	5981567	5982067	GDI2	K562	0.0
chr10	5987417	5988145	GDI2	K562	0.0
chr10	4941547	4942047	AKR1C1	K562	25703.920578254765
chr10	5472235	5472735	NET1	K562	2161.3241829273516
chr10	5479527	5480355	NET1	K562	5859.879875749713
chr10	5477989	5478702	RBM17	K562	
chr10	5987417	5988145	RBM17	K562	0.0
chr10	5479527	5480355	FBXO18	K562	
chr10	7007459	7007959	ATP5C1	K562	
chr10	7027472	7029087	ATP5C1	K562	
chr10	11640254	11640987	NUDT5	K562	
chr10	11901847	11902590	NUDT5	K562	
chr10	12063389	12063889	CDC123	K562	0.0
chr10	12265775	12266275	SEC61A2	K562	0.0
chr10	22133774	22134635	DNAJC1	K562	0.0
chr10	22816304	22816804	DNAJC1	K562	
chr10	22816854	22817885	DNAJC1	K562	
chr10	22133774	22134635	MLLT10	K562	
chr10	22816304	22816804	MSRB2	K562	
chr10	22816854	22817885	MSRB2	K562	
chr10	23055011	23056256	COMMD3	K562	
chr10	31972387	31973080	KIF5B	K562	2031.349172747424
chr10	42645040	42645540	HNRNPF	K562	
chr10	42768723	42769283	HNRNPF	K562	
chr10	43380647	43381147	HNRNPF	K562	2901.30496249355
chr10	44478000	44478500	ZNF22	K562	
chr10	59907916	59908891	CDK1	K562	
chr10	70575712	70576748	PPA1	K562	
chr10	70619225	70619725	PPA1	K562	
chr10	70649497	70649997	PPA1	K562	
chr10	70660755	70661255	PPA1	K562	
chr10	70667141	70667813	PPA1	K562	
chr10	70619225	70619725	PCBD1	K562	
chr10	70649497	70649997	PCBD1	K562	
chr10	70660755	70661255	PCBD1	K562	
chr10	70664855	70665355	PCBD1	K562	
chr10	70649497	70649997	EIF4EBP2	K562	
chr10	70649497	70649997	SAR1A	K562	
chr10	70660755	70661255	SAR1A	K562	
chr10	70667141	70667813	ADAMTS14	K562	26354.403143383464
chr10	71859971	71860878	ANAPC16	K562	
chr10	72244090	72245417	ANAPC16	K562	3897.9622234930166
chr10	72254684	72255534	ANAPC16	K562	4249.072812537956
chr10	72256978	72257478	ANAPC16	K562	1662.1441952626515
chr10	72308153	72308969	ANAPC16	K562	850.9354737669005
chr10	72320646	72321796	ANAPC16	K562	0.0
chr10	72981872	72982372	ANAPC16	K562	
chr10	71893870	71894370	PSAP	K562	1557.654142619684
chr10	72254684	72255534	PSAP	K562	
chr10	72256978	72257478	PSAP	K562	
chr10	72290983	72291483	PSAP	K562	
chr10	72320646	72321796	PSAP	K562	
chr10	72254684	72255534	MRPS16	K562	
chr10	72256978	72257478	MRPS16	K562	
chr10	72260398	72261972	MRPS16	K562	
chr10	72297037	72297723	MRPS16	K562	
chr10	72308153	72308969	MRPS16	K562	
chr10	72320646	72321796	MRPS16	K562	
chr10	72688092	72688592	MRPS16	K562	
chr10	73894194	73894984	MRPS16	K562	
chr10	73930593	73931093	MRPS16	K562	
chr10	73932261	73932761	MRPS16	K562	
chr10	73956407	73957796	MRPS16	K562	
chr10	72256978	72257478	DNAJC9	K562	
chr10	72260398	72261972	DNAJC9	K562	
chr10	72320646	72321796	DNAJC9	K562	
chr10	72981872	72982372	DNAJC9	K562	
chr10	73894194	73894984	DNAJC9	K562	
chr10	73956407	73957796	DNAJC9	K562	
chr10	73991727	73992227	DNAJC9	K562	
chr10	72981872	72982372	CHCHD1	K562	
chr10	73932261	73932761	CHCHD1	K562	0.0
chr10	73956407	73957796	CHCHD1	K562	0.0
chr10	73991727	73992227	CHCHD1	K562	
chr10	73894194	73894984	ANXA7	K562	
chr10	73956407	73957796	ANXA7	K562	
chr10	73991727	73992227	VCL	K562	24482.21024483153
chr10	75262092	75262592	VDAC2	K562	2961.8529105326684
chr10	87500579	87501079	MINPP1	K562	22423.55228916684
chr10	91575514	91576533	PCGF5	K562	
chr10	91575514	91576533	RPP30	K562	
chr10	92755975	92757041	HHEX	K562	20815.45240307294
chr10	92757079	92757579	HHEX	K562	18422.38789947476
chr10	92829048	92831534	HHEX	K562	0.0
chr10	95297410	95297910	PDLIM1	K562	7410.95156036097
chr10	96830298	96830951	TM9SF3	K562	
chr10	97689535	97690035	PGAM1	K562	
chr10	98360942	98361749	EXOSC1	K562	
chr10	100370530	100371657	BLOC1S2	K562	2308.106061154976
chr10	100370530	100371657	MRPL43	K562	
chr10	100370530	100371657	NDUFB8	K562	0.0
chr10	100370530	100371657	SCD	K562	17828.57059867781
chr10	103965697	103966197	GSTO1	K562	
chr10	103965697	103966197	USMG5	K562	
chr10	110857083	110857996	SMC3	K562	
chr10	117411392	117412093	PDZD8	K562	28789.267246121974
chr10	118481814	118482314	FAM204A	K562	0.0
chr10	118495363	118496029	EIF3A	K562	
chr10	119189687	119190298	EIF3A	K562	0.0
chr10	125816658	125816735	UROS	K562	13680.372073145212
chr10	131916455	131916955	BNIP3	K562	1664.712842002094
chr11	220536	220704	CD151	K562	
chr11	267072	267299	CD151	K562	
chr11	267480	268474	CD151	K562	
chr11	269110	269851	CD151	K562	
chr11	297498	298134	CD151	K562	
chr11	316244	316608	CD151	K562	
chr11	329319	329921	CD151	K562	
chr11	334196	334635	CD151	K562	
chr11	335788	336158	CD151	K562	
chr11	341585	341795	CD151	K562	
chr11	344951	345333	CD151	K562	
chr11	350704	351232	CD151	K562	
chr11	353334	354301	CD151	K562	
chr11	355350	355535	CD151	K562	
chr11	356034	356520	CD151	K562	
chr11	444368	444852	CD151	K562	
chr11	459782	461114	CD151	K562	
chr11	518540	519179	CD151	K562	
chr11	551677	551880	CD151	K562	
chr11	574081	574581	CD151	K562	
chr11	587844	588335	CD151	K562	
chr11	628527	628920	CD151	K562	
chr11	690928	691358	CD151	K562	0.0
chr11	741566	741825	CD151	K562	1475.9177251364606
chr11	745450	745658	CD151	K562	1511.8542418532047
chr11	783641	783767	CD151	K562	957.3047736437776
chr11	816449	816652	CD151	K562	2109.1194136009676
chr11	937643	938334	CD151	K562	0.0
chr11	1053253	1053594	CD151	K562	
chr11	1153976	1154339	CD151	K562	
chr11	1262409	1263004	CD151	K562	
chr11	1264656	1264849	CD151	K562	
chr11	1336631	1337056	CD151	K562	
chr11	1351265	1351893	CD151	K562	
chr11	1382970	1383087	CD151	K562	
chr11	1383171	1383564	CD151	K562	
chr11	1412533	1412645	CD151	K562	
chr11	1512518	1512795	CD151	K562	
chr11	1520523	1520939	CD151	K562	
chr11	1540187	1540289	CD151	K562	
chr11	1547101	1547191	CD151	K562	
chr11	1548508	1548658	CD151	K562	
chr11	1574600	1574957	CD151	K562	
chr11	1769489	1769686	CD151	K562	
chr11	1772159	1772971	CD151	K562	
chr11	1782876	1783330	CD151	K562	
chr11	220536	220704	POLR2L	K562	
chr11	267072	267299	POLR2L	K562	
chr11	267480	268474	POLR2L	K562	
chr11	268698	269824	POLR2L	K562	
chr11	297498	298134	POLR2L	K562	
chr11	316244	316608	POLR2L	K562	
chr11	329319	329921	POLR2L	K562	
chr11	334196	334635	POLR2L	K562	
chr11	335788	336158	POLR2L	K562	
chr11	344951	345333	POLR2L	K562	
chr11	350704	351232	POLR2L	K562	
chr11	353280	353780	POLR2L	K562	
chr11	355350	355535	POLR2L	K562	
chr11	356034	356520	POLR2L	K562	
chr11	444368	444852	POLR2L	K562	
chr11	459782	461114	POLR2L	K562	
chr11	518540	519179	POLR2L	K562	
chr11	551677	551880	POLR2L	K562	
chr11	574081	574581	POLR2L	K562	
chr11	587844	588335	POLR2L	K562	
chr11	628527	628920	POLR2L	K562	
chr11	690928	691358	POLR2L	K562	0.0
chr11	741566	741825	POLR2L	K562	0.0
chr11	745658	745806	POLR2L	K562	792.7265445872944
chr11	783641	783767	POLR2L	K562	756.3900479648237
chr11	816449	816652	POLR2L	K562	1730.0311879087697
chr11	875735	876561	POLR2L	K562	1928.1220269078642
chr11	919229	919287	POLR2L	K562	408.9397885879728
chr11	937643	938334	POLR2L	K562	335.8814424544534
chr11	1053253	1053594	POLR2L	K562	
chr11	1153976	1154339	POLR2L	K562	
chr11	1262409	1263004	POLR2L	K562	
chr11	1264503	1264650	POLR2L	K562	
chr11	1264656	1264849	POLR2L	K562	
chr11	1336631	1337056	POLR2L	K562	
chr11	1351265	1351893	POLR2L	K562	
chr11	1382970	1383087	POLR2L	K562	
chr11	1383171	1383564	POLR2L	K562	
chr11	1412533	1412645	POLR2L	K562	
chr11	1512518	1512795	POLR2L	K562	
chr11	1520523	1520939	POLR2L	K562	
chr11	1540187	1540289	POLR2L	K562	
chr11	1547101	1547191	POLR2L	K562	
chr11	1548508	1548658	POLR2L	K562	
chr11	1574600	1574957	POLR2L	K562	
chr11	1769489	1769686	POLR2L	K562	
chr11	1772159	1772971	POLR2L	K562	
chr11	1782876	1783330	POLR2L	K562	
chr11	220536	220704	PSMD13	K562	9133.655449144777
chr11	267072	267299	PSMD13	K562	3678.992010779041
chr11	267480	268474	PSMD13	K562	5505.553173596475
chr11	268698	269824	PSMD13	K562	10026.73583959331
chr11	297498	298134	PSMD13	K562	959.871971086706
chr11	316244	316608	PSMD13	K562	1689.1376364713835
chr11	329319	329921	PSMD13	K562	713.8196502235771
chr11	334196	334635	PSMD13	K562	626.5002640179134
chr11	335788	336158	PSMD13	K562	0.0
chr11	341585	341795	PSMD13	K562	0.0
chr11	344951	345333	PSMD13	K562	0.0
chr11	350704	351232	PSMD13	K562	0.0
chr11	353334	354301	PSMD13	K562	0.0
chr11	355350	355535	PSMD13	K562	0.0
chr11	356034	356520	PSMD13	K562	0.0
chr11	444368	444852	PSMD13	K562	
chr11	459782	461114	PSMD13	K562	
chr11	518540	519179	PSMD13	K562	
chr11	551677	551880	PSMD13	K562	
chr11	574081	574581	PSMD13	K562	
chr11	587844	588335	PSMD13	K562	
chr11	690928	691358	PSMD13	K562	
chr11	741566	741825	PSMD13	K562	
chr11	783641	783767	PSMD13	K562	
chr11	875735	876561	PSMD13	K562	
chr11	919229	919287	PSMD13	K562	
chr11	937643	938334	PSMD13	K562	
chr11	1053253	1053594	PSMD13	K562	
chr11	1153976	1154339	PSMD13	K562	
chr11	220536	220704	RNH1	K562	
chr11	267072	267299	RNH1	K562	
chr11	267480	268474	RNH1	K562	
chr11	268698	269824	RNH1	K562	
chr11	297498	298134	RNH1	K562	
chr11	316244	316608	RNH1	K562	0.0
chr11	329319	329921	RNH1	K562	0.0
chr11	334196	334635	RNH1	K562	0.0
chr11	335788	336158	RNH1	K562	0.0
chr11	350704	351232	RNH1	K562	0.0
chr11	353334	354301	RNH1	K562	0.0
chr11	355350	355535	RNH1	K562	0.0
chr11	356034	356520	RNH1	K562	0.0
chr11	444368	444852	RNH1	K562	4182.295848075536
chr11	459782	461114	RNH1	K562	3578.086680973706
chr11	518540	519179	RNH1	K562	11129.016700822152
chr11	551677	551880	RNH1	K562	2541.125948899602
chr11	587844	588335	RNH1	K562	2087.229379471034
chr11	628527	628920	RNH1	K562	0.0
chr11	690928	691358	RNH1	K562	0.0
chr11	741566	741825	RNH1	K562	
chr11	783641	783767	RNH1	K562	
chr11	816449	816652	RNH1	K562	
chr11	919229	919287	RNH1	K562	
chr11	1053253	1053594	RNH1	K562	
chr11	1153976	1154339	RNH1	K562	
chr11	1262409	1263004	RNH1	K562	
chr11	1264503	1264650	RNH1	K562	
chr11	1264656	1264849	RNH1	K562	
chr11	1336631	1337056	RNH1	K562	
chr11	1351265	1351893	RNH1	K562	
chr11	1382970	1383087	RNH1	K562	
chr11	1383171	1383564	RNH1	K562	
chr11	1412533	1412645	RNH1	K562	
chr11	267072	267299	IFITM1	K562	1768.8132752381375
chr11	269110	269851	IFITM1	K562	3942.86656641047
chr11	297498	298134	IFITM1	K562	3233.0668780734513
chr11	316244	316608	IFITM1	K562	14766.408356597105
chr11	329319	329921	IFITM1	K562	6449.056438974357
chr11	334196	334635	IFITM1	K562	5687.197909827512
chr11	335788	336158	IFITM1	K562	4092.29513557526
chr11	350704	351232	IFITM1	K562	2287.289464406827
chr11	353334	354301	IFITM1	K562	3504.317081330681
chr11	355350	355535	IFITM1	K562	2732.486819651266
chr11	356034	356520	IFITM1	K562	2444.816366126779
chr11	444368	444852	IFITM1	K562	0.0
chr11	459782	461114	IFITM1	K562	0.0
chr11	518540	519179	IFITM1	K562	
chr11	551677	551880	IFITM1	K562	
chr11	628527	628920	IFITM1	K562	
chr11	690928	691358	IFITM1	K562	
chr11	783641	783767	IFITM1	K562	
chr11	816449	816652	IFITM1	K562	
chr11	875735	876561	IFITM1	K562	
chr11	919229	919287	IFITM1	K562	
chr11	1053253	1053594	IFITM1	K562	
chr11	1153976	1154339	IFITM1	K562	
chr11	267072	267299	RPLP2	K562	
chr11	267480	268474	RPLP2	K562	
chr11	268698	269824	RPLP2	K562	
chr11	316244	316608	RPLP2	K562	
chr11	335679	336457	RPLP2	K562	
chr11	344951	345333	RPLP2	K562	
chr11	350333	351247	RPLP2	K562	
chr11	353280	353780	RPLP2	K562	
chr11	355350	355535	RPLP2	K562	
chr11	356034	356520	RPLP2	K562	
chr11	459782	461114	RPLP2	K562	
chr11	518540	519179	RPLP2	K562	
chr11	551677	551880	RPLP2	K562	
chr11	574081	574581	RPLP2	K562	
chr11	587844	588335	RPLP2	K562	
chr11	628527	628920	RPLP2	K562	0.0
chr11	690928	691358	RPLP2	K562	0.0
chr11	741566	741825	RPLP2	K562	1206.3543265286974
chr11	783641	783767	RPLP2	K562	2422.7265216580477
chr11	919287	919489	RPLP2	K562	0.0
chr11	1053253	1053594	RPLP2	K562	
chr11	1153976	1154339	RPLP2	K562	
chr11	1336631	1337056	RPLP2	K562	
chr11	1382970	1383087	RPLP2	K562	
chr11	1383171	1383564	RPLP2	K562	
chr11	1412533	1412645	RPLP2	K562	
chr11	1512518	1512795	RPLP2	K562	
chr11	1520523	1520939	RPLP2	K562	
chr11	1540187	1540289	RPLP2	K562	
chr11	1547101	1547191	RPLP2	K562	
chr11	1769316	1769488	RPLP2	K562	
chr11	1772159	1772971	RPLP2	K562	
chr11	1782876	1783330	RPLP2	K562	
chr11	267480	268474	PKP3	K562	0.0
chr11	335788	336158	PKP3	K562	1668.593063862019
chr11	350704	351232	PKP3	K562	2339.004296802443
chr11	690928	691358	PKP3	K562	
chr11	783641	783767	PKP3	K562	
chr11	1053253	1053594	PKP3	K562	
chr11	1153976	1154339	PKP3	K562	
chr11	1262409	1263004	PKP3	K562	
chr11	1336631	1337056	PKP3	K562	
chr11	267480	268474	TALDO1	K562	
chr11	268698	269824	TALDO1	K562	
chr11	335679	336457	TALDO1	K562	
chr11	353280	353780	TALDO1	K562	
chr11	574081	574581	TALDO1	K562	0.0
